Id,SalePrice
1600,196815.79
1601,58004.42
1602,117662.11
1603,98081.14
1604,256861.22
1605,262188.17
1606,171444.54
1607,199821.2
1608,208397.87
1609,196220.86
1610,155849.3
1611,165519.5
1612,175816.55
1613,181015.46
1614,115476.5
1615,80289.5
1616,80794.5
1617,84521.0
1618,119851.98
1619,139780.0
1620,177936.9
1621,143040.99
1622,137709.26
1623,283664.0
1624,198546.0
1625,138024.83
1626,178148.5
1627,178428.0
1628,265026.97
1629,172483.2
1630,302525.37
1631,238972.0
1632,257594.5
1633,166438.03333333333
1634,175046.0
1635,175490.65
1636,166993.46
1637,178528.6
1638,222310.7
1639,183891.5
1640,254188.08
1641,179942.0
1642,220007.74
1643,241304.67
1644,230425.51
1645,180266.5
1646,156634.37
1647,167322.25
1648,140136.96
1649,135827.0
1650,119490.58
1651,118020.58
1652,99985.0
1653,105429.0
1654,154324.0
1655,153593.14666666667
1656,150015.0
1657,153584.0
1658,149025.0
1659,136903.0
1660,141149.83
1661,441844.61
1662,395207.57
1663,382871.93
1664,460318.05
1665,347893.61
1666,284637.99
1667,336254.44
1668,344909.74
1669,290043.06
1670,352670.59
1671,260779.1
1672,461114.88
1673,305894.22
1674,252953.22
1675,190762.67
1676,190096.04
1677,213525.59
1678,437534.64
1679,353999.64
1680,328101.28
1681,278646.93
1682,286801.81
1683,182410.93
1684,172126.35
1685,174562.5
1686,166106.44
1687,169462.38333333333
1688,190242.75
1689,188387.85
1690,178716.5
1691,168030.60333333333
1692,259630.96
1693,169116.7333333333
1694,177608.7
1695,174965.9
1696,266248.4
1697,177512.0
1698,349563.16
1699,339929.49
1700,232213.41
1701,266234.43
1702,272620.11
1703,282129.56
1704,291216.53
1705,284163.47
1706,449440.91
1707,218772.1
1708,219285.32
1709,306334.61
1710,247300.55
1711,243637.0
1712,287975.64
1713,237053.03
1714,214771.37
1715,199575.5
1716,192112.52
1717,177270.0
1718,143679.52
1719,206357.16
1720,246378.45
1721,177036.7
1722,132769.25
1723,155265.37
1724,214674.19
1725,237729.8
1726,193694.0
1727,177784.79
1728,182875.45
1729,166922.79
1730,177565.86
1731,131171.75
1732,128400.83
1733,117438.39
1734,133086.0
1735,118702.0
1736,117016.5
1737,375334.23
1738,208078.5
1739,307251.26
1740,188109.72
1741,176389.04333333336
1742,172594.33
1743,178577.65
1744,282257.54
1745,262067.88
1746,270570.37
1747,220626.49
1748,204185.5
1749,166383.9
1750,151759.0
1751,230593.54
1752,122801.83
1753,150770.56
1754,227200.8
1755,164980.4
1756,112643.57
1757,119558.81
1758,148642.25
1759,167350.87
1760,159367.5
1761,161754.37
1762,168879.85
1763,168905.5
1764,126452.58
1765,165407.05
1766,167334.0
1767,191193.0
1768,133980.75
1769,168752.43
1770,133698.5
1771,140792.0
1772,135771.59
1773,140870.09
1774,138026.05
1775,137833.73
1776,121941.29
1777,111468.76
1778,123114.8
1779,117485.65
1780,166823.34
1781,131480.0
1782,95129.49
1783,135712.5
1784,86382.52
1785,112918.35
1786,168008.0
1787,160040.65
1788,55177.82
1789,108956.86
1790,76010.11
1791,201932.03
1792,149166.0
1793,148419.0
1794,134303.1
1795,143501.0
1796,127523.44
1797,124221.21
1798,132640.0
1799,105906.93
1800,122574.93
1801,127946.68
1802,154717.27
1803,154198.0
1804,138158.83
1805,139675.0
1806,112569.8
1807,168303.5
1808,122054.28
1809,129153.73
1810,154955.94
1811,119907.43
1812,129362.78
1813,120169.08
1814,95625.75
1815,64917.26
1816,98152.26
1817,121642.71
1818,140886.75
1819,113653.77
1820,75203.5
1821,122826.98
1822,160447.29
1823,70998.5
1824,136789.5
1825,134178.95
1826,102226.3
1827,108893.5
1828,138671.26
1829,115621.6
1830,163850.0
1831,169634.0
1832,140395.41
1833,142254.78
1834,124804.96
1835,165091.3
1836,138841.09
1837,88165.6
1838,136975.59
1839,79518.61
1840,166558.0
1841,147797.09
1842,97858.75
1843,140824.83
1844,135983.65
1845,151497.7
1846,156787.5
1847,161919.96
1848,64839.93
1849,120514.32
1850,132157.5
1851,142724.08
1852,135440.5
1853,133078.8
1854,170680.34333333332
1855,156247.12
1856,218721.14
1857,155688.1
1858,145902.8
1859,120950.18
1860,156844.6
1861,121722.28
1862,296012.69
1863,290667.53
1864,290667.53
1865,328521.51
1866,337590.48
1867,259648.06
1868,280129.67
1869,197885.38
1870,243298.62
1871,249118.78
1872,170868.26
1873,232193.41
1874,135144.16666666666
1875,199488.8
1876,191135.32
1877,190920.5
1878,218069.68
1879,134004.0
1880,133323.36666666667
1881,224430.84
1882,270334.81
1883,202327.0
1884,228138.07
1885,247540.52
1886,256966.08
1887,190717.12
1888,260199.34
1889,164773.67
1890,133645.8
1891,143594.93
1892,114597.86
1893,141046.25
1894,132967.05
1895,155271.0
1896,127935.49
1897,123699.0
1898,99507.12
1899,128761.93
1900,141802.54
1901,167375.72
1902,127597.43
1903,233892.61
1904,137120.25
1905,181691.5
1906,146014.72
1907,220772.0
1908,121767.94
1909,130859.98666666666
1910,130844.98666666666
1911,192569.84
1912,242529.04
1913,123345.79
1914,82788.33
1915,305227.91
1916,72890.33
1917,271584.04
1918,134782.26
1919,157813.82
1920,170807.45
1921,384197.81
1922,317592.88
1923,186314.4
1924,236561.22
1925,219181.7
1926,377921.91
1927,138140.0
1928,160853.91
1929,123529.83
1930,130705.95666666668
1931,140565.63
1932,138647.0
1933,161861.62
1934,177930.0
1935,177640.8
1936,182391.67
1937,190314.9
1938,164865.18
1939,258522.83
1940,206612.56
1941,177969.0
1942,194334.7
1943,195289.0
1944,313602.99
1945,358037.66
1946,176376.24
1947,311555.14
1948,190576.0
1949,240480.15
1950,179083.35
1951,269449.95
1952,257641.92
1953,169574.0
1954,206706.9
1955,135765.5
1956,307332.44
1957,173466.4
1958,291308.24
1959,141816.91
1960,116159.5
1961,127057.0
1962,99985.0
1963,103181.5
1964,115753.5
1965,147733.82
1966,153306.69666666668
1967,256301.29
1968,364128.66
1969,379771.69
1970,420099.82
1971,421070.11
1972,366324.26
1973,278581.25
1974,294503.38
1975,454138.18
1976,253828.13
1977,347566.31
1978,387435.25
1979,367805.6
1980,198576.86
1981,350359.06
1982,232985.42
1983,232985.42
1984,160832.0
1985,189304.06
1986,196729.79
1987,178869.58333333337
1988,179485.9
1989,187225.6
1990,222803.0
1991,214043.27
1992,221324.07
1993,174876.65
1994,248739.6
1995,187331.35
1996,247935.47
1997,328483.14
1998,358337.14
1999,241133.2
2000,300827.28
2001,250404.5
2002,229561.56
2003,263216.0
2004,254302.85
2005,237380.81
2006,230680.41
2007,273538.13
2008,191887.34
2009,196476.0
2010,188224.8
2011,144071.28
2012,186785.92
2013,181935.57
2014,185894.0
2015,193432.25
2016,192220.5
2017,203806.5
2018,125760.15
2019,102855.16
2020,120714.16
2021,116472.16
2022,174163.05
2023,158674.96
2024,207770.24
2025,352299.87
2026,178276.82333333336
2027,149219.35133333332
2028,155068.61
2029,169375.32
2030,283773.64
2031,251388.6
2032,293685.8
2033,270860.96
2034,160772.0
2035,203689.53
2036,185223.35
2037,185288.35
2038,313853.22
2039,198478.0
2040,405889.38
2041,255742.37
2042,209775.65
2043,162133.95
2044,171251.5
2045,247945.94
2046,144612.32
2047,147356.48
2048,136077.6
2049,139228.4
2050,175517.75
2051,106434.36
2052,145073.5
2053,142159.75
2054,70980.72
2055,148571.84
2056,126010.36
2057,126752.73
2058,210213.82
2059,142805.5
2060,143785.75
2061,173921.5
2062,135956.75
2063,116418.43
2064,135648.75
2065,133783.75
2066,213353.0
2067,132176.93
2068,140900.45
2069,94773.76
2070,111939.83
2071,85369.11
2072,159483.0
2073,132182.83
2074,164752.33
2075,145529.09
2076,124549.49
2077,147428.0
2078,132586.5
2079,136435.0
2080,125476.0
2081,123483.5
2082,135773.0
2083,136929.58
2084,116524.98
2085,138717.5
2086,133364.28333333333
2087,121956.0
2088,110854.14
2089,94605.5
2090,129643.9
2091,123690.85
2092,127409.89
2093,147209.37
2094,135326.4
2095,169257.9
2096,95184.5
2097,87890.08
2098,149861.4
2099,56469.91
2100,118356.32
2101,120322.66
2102,141922.75
2103,94619.36
2104,130965.46
2105,117942.63
2106,86138.35
2107,257404.84
2108,129538.75
2109,118453.94
2110,114772.1
2111,158975.35
2112,139362.42
2113,112353.08
2114,105411.16
2115,139700.43
2116,112937.79
2117,138328.13
2118,122058.58
2119,99682.6
2120,103922.04
2121,111065.93
2122,80111.33
2123,95091.5
2124,208504.6
2125,128867.0
2126,158902.0
2127,146827.75
2128,130218.13
2129,98743.0
2130,147385.43
2131,156712.02
2132,122988.52
2133,112533.6
2134,117177.45
2135,103131.72
2136,96013.04
2137,123148.3
2138,138546.75
2139,156751.87
2140,132052.5
2141,135589.65
2142,143853.75
2143,148018.39
2144,122743.56
2145,124622.0
2146,151372.86
2147,160077.0
2148,124304.69
2149,138392.5
2150,259941.0
2151,129600.5
2152,168640.0
2153,160897.5
2154,112552.5
2155,128880.66
2156,222522.5
2157,217934.24
2158,240716.3
2159,212123.3
2160,168865.72
2161,276042.25
2162,430046.73
2163,355879.07
2164,248722.35
2165,178165.5
2166,142775.8333333333
2167,191878.22
2168,210272.2
2169,193006.4
2170,220956.19
2171,146347.37
2172,148395.5
2173,151255.06
2174,249781.81
2175,311120.09
2176,296227.17
2177,264926.37
2178,234836.72
2179,141539.51666666666
2180,204835.95
2181,194056.41
2182,233843.58
2183,217315.5
2184,142699.75
2185,127977.15
2186,141666.37
2187,151018.87
2188,152306.87
2189,184648.76
2190,90006.0
2191,90872.76
2192,92536.0
2193,95344.0
2194,98275.0
2195,109130.5
2196,108845.66
2197,106536.96
2198,158694.3
2199,166043.0
2200,123595.95
2201,129595.39
2202,189687.5
2203,174607.75
2204,152112.61
2205,118212.0
2206,131607.55
2207,230837.54
2208,223933.0
2209,188875.54
2210,120172.94
2211,114781.0
2212,109483.5
2213,104443.5
2214,136491.52
2215,94472.05
2216,141462.5
2217,77550.2
2218,99248.04
2219,77532.26
2220,71322.22
2221,281516.71
2222,223331.32
2223,276077.21
2224,221415.2
2225,138740.18
2226,179116.1
2227,196793.02
2228,242814.2
2229,238712.11
2230,154993.83
2231,206945.93
2232,191497.85
2233,172164.96
2234,277083.85
2235,190703.5
2236,270749.19
2237,327985.91
2238,195940.24
2239,135018.5
2240,164061.37
2241,153155.11
2242,135420.3
2243,127460.14
2244,86124.0
2245,87704.11
2246,136598.75
2247,92683.5
2248,125566.0
2249,126565.5
2250,139782.5
2251,141581.49
2252,184069.0
2253,160307.18333333332
2254,179792.07
2255,181108.0
2256,179105.0
2257,196727.24
2258,177795.6
2259,178081.0
2260,161341.0
2261,185982.0
2262,201572.56
2263,313032.23
2264,418557.05
2265,170316.87
2266,282531.57
2267,326992.55
2268,388967.3
2269,172334.7
2270,171887.8
2271,234706.7
2272,194925.7
2273,166846.37
2274,170177.9
2275,182931.5
2276,167938.4
2277,172457.9
2278,152016.92
2279,111944.63
2280,121961.08
2281,181443.68
2282,177939.67
2283,91270.0
2284,114224.0
2285,139854.25
2286,124661.81
2287,337810.02
2288,276769.18
2289,382987.52
2290,418257.93
2291,323485.0
2292,414491.63
2293,446204.68
2294,420130.97
2295,444194.92
2296,297450.47
2297,287478.91
2298,343889.6
2299,403388.16
2300,316172.2
2301,255809.81
2302,225233.73
2303,265968.65
2304,251012.68
2305,181062.16333333333
2306,181062.16333333333
2307,189368.8
2308,221822.83
2309,278390.89
2310,238014.68
2311,182630.83
2312,182334.45
2313,177327.96
2314,171034.91
2315,172749.1
2316,191802.79
2317,173032.21
2318,172349.28
2319,180550.26
2320,188438.37
2321,247474.71
2322,169344.77
2323,184959.62
2324,168419.78333333333
2325,226092.5
2326,168713.95
2327,214638.62
2328,218484.25
2329,181281.32
2330,176268.32
2331,363289.85
2332,415511.42
2333,315826.68
2334,267246.13
2335,255974.18
2336,320558.7
2337,220348.39
2338,246534.73
2339,252993.74
2340,384356.9
2341,228982.78
2342,244191.09
2343,221282.54
2344,233022.97
2345,248592.75
2346,229386.53
2347,198538.45
2348,225439.51
2349,173419.28
2350,262997.27
2351,262149.74
2352,283481.24
2353,217823.24
2354,135806.32
2355,152143.48
2356,152291.0
2357,213407.56
2358,199996.5
2359,129082.71
2360,122720.1
2361,137413.5
2362,287294.58
2363,140580.0
2364,153869.0
2365,221492.36
2366,183826.36
2367,245327.94
2368,196639.88
2369,232192.89
2370,167755.0
2371,173009.32
2372,190487.75
2373,249439.54
2374,304119.36
2375,255079.0
2376,236491.24
2377,315569.74
2378,147762.58
2379,183125.53
2380,142317.0
2381,151251.0
2382,171851.2
2383,221997.61
2384,236431.0
2385,153194.5
2386,145049.5
2387,130600.0
2388,102293.0
2389,127032.93
2390,144706.83
2391,134430.43
2392,122974.32
2393,159181.0
2394,143287.0
2395,188445.0
2396,156023.5
2397,197597.0
2398,116000.47
2399,67031.11
2400,56253.43
2401,118897.83
2402,133170.59
2403,137637.8
2404,141681.6
2405,156274.37
2406,128926.24
2407,129036.8
2408,140463.0
2409,139882.0
2410,159834.0
2411,123422.58
2412,146996.0
2413,131384.0
2414,131477.93
2415,139061.85
2416,133994.26
2417,129953.73
2418,117627.24
2419,134187.42
2420,122161.64
2421,143741.0
2422,137153.18
2423,118070.82
2424,149689.5
2425,185914.36
2426,123194.31
2427,130989.18
2428,163260.5
2429,113606.16
2430,128437.16
2431,121296.53
2432,132681.0
2433,140108.0
2434,147788.0
2435,148475.15
2436,111217.0
2437,119980.16
2438,120971.83
2439,120758.31
2440,129573.75
2441,103650.1
2442,104147.1
2443,117293.9
2444,126734.37
2445,99966.97
2446,113515.32
2447,220891.16
2448,147565.12
2449,107726.97
2450,162320.5
2451,119211.46
2452,210515.62
2453,98519.0
2454,121082.96
2455,104295.51
2456,132319.53
2457,113216.16
2458,108558.45
2459,112444.0
2460,146053.75
2461,119623.59
2462,127140.5
2463,112345.83
2464,161215.53
2465,135919.77
2466,125302.5
2467,146780.04
2468,103057.16
2469,105440.71
2470,209619.44
2471,201279.65
2472,190865.0
2473,114423.16
2474,116619.18
2475,231326.44
2476,111367.08
2477,132844.0
2478,172372.05
2479,119579.29
2480,141583.5
2481,134053.5
2482,125562.66
2483,119618.0
2484,129856.38
2485,121888.16
2486,153708.75
2487,180963.64
2488,146312.34
2489,140111.43
2490,151599.25
2491,98787.59
2492,183188.0
2493,132793.79
2494,173813.46
2495,113760.89
2496,226983.24
2497,142520.09
2498,111600.46
2499,96694.58
2500,132839.8
2501,131453.25
2502,139456.25
2503,108278.1
2504,207499.7
2505,210302.8
2506,283776.11
2507,343975.3
2508,277847.0
2509,226238.28
2510,243026.78
2511,189777.73
2512,216390.75
2513,221805.43
2514,242902.93
2515,153493.5
2516,157723.96
2517,132161.49333333332
2518,131378.5
2519,230625.7
2520,210867.5
2521,195489.0
2522,215624.11
2523,134364.0
2524,140204.0
2525,146000.7
2526,145826.5
2527,131956.0
2528,129167.33333333334
2529,127122.5
2530,105860.75
2531,231293.52
2532,236327.31
2533,202072.0
2534,265445.56
2535,301798.37
2536,239909.53
2537,214225.74
2538,189931.0
2539,186943.7
2540,178359.92
2541,181730.05
2542,151952.81
2543,124105.98
2544,133515.84
2545,142342.0
2546,142527.0
2547,138765.03
2548,148487.15
2549,151783.82333333333
2550,403496.93
2551,143594.93
2552,124058.16
2553,90872.76
2554,127251.05
2555,104334.04
2556,94475.75
2557,116109.03
2558,165790.27
2559,126039.68
2560,117455.66
2561,126832.38
2562,123032.04
2563,140101.16
2564,157417.0
2565,122686.5
2566,133624.25
2567,125108.75
2568,191188.24
2569,182142.0
2570,122047.94
2571,167153.02
2572,185726.0
2573,271280.63
2574,297947.52
2575,127422.5
2576,132780.36
2577,137263.08
2578,99588.5
2579,71201.1
2580,128909.87
2581,129739.25
2582,108963.5
2583,255339.54
2584,161737.9
2585,184950.96
2586,194674.96
2587,198150.22
2588,152780.9
2589,143836.5
2590,231824.68
2591,228127.8
2592,233581.27
2593,249327.05
2594,178067.02
2595,209546.12
2596,328752.38
2597,195455.4
2598,283340.15
2599,344573.27
2600,148666.98
2601,141157.5761904762
2602,83376.0
2603,87169.0
2604,80094.5
2605,85712.5
2606,144197.6
2607,168127.69
2608,182708.91
2609,159951.66
2610,112532.0
2611,150202.68
2612,151669.42
2613,125113.5
2614,126333.0
2615,146186.0
2616,139378.75
2617,173157.5
2618,184130.24
2619,240915.57
2620,177959.8
2621,191791.8
2622,195351.5
2623,258344.26
2624,272670.26
2625,326848.71
2626,165798.49
2627,185010.0
2628,408440.38
2629,568095.49
2630,338503.81
2631,478252.72
2632,399523.47
2633,305554.87
2634,375810.68
2635,149120.37
2636,201003.6
2637,162691.5
2638,258234.15
2639,180148.9
2640,153365.5
2641,118961.58
2642,189036.17
2643,113374.03666666668
2644,127648.21
2645,102515.0
2646,109514.0
2647,103255.0
2648,132128.5
2649,139154.0
2650,140651.25
2651,150050.0
2652,454525.7
2653,267220.59
2654,263115.33
2655,374648.94
2656,334608.13
2657,303198.33
2658,268070.61
2659,309263.31
2660,312110.36
2661,356762.19
2662,347846.46
2663,283149.87
2664,273706.18
2665,324174.25
2666,293505.71
2667,169793.75
2668,174904.71
2669,176488.33
2670,292777.43
2671,175712.4
2672,181952.88
2673,193644.59
2674,188669.93
2675,169697.5466666667
2676,187137.35
2677,195589.0
2678,252377.73
2679,272531.57
2680,294098.42
2681,410563.52
2682,333802.8
2683,495851.1
2684,301878.76
2685,352669.95
2686,269129.93
2687,268074.44
2688,242205.34
2689,228591.62
2690,476774.52
2691,197393.0
2692,137311.77
2693,192424.44
2694,133855.42
2695,191811.37
2696,187693.25
2697,204270.5
2698,196433.0
2699,176261.61
2700,169628.0
2701,154982.77
2702,133405.0
2703,136099.28
2704,142124.3
2705,129396.0
2706,121802.91
2707,127532.16
2708,138323.5
2709,107946.5
2710,119254.08
2711,268385.79
2712,357697.73
2713,173181.48333333337
2714,150994.22466666668
2715,173763.33
2716,151948.494
2717,181720.6
2718,251003.2
2719,155006.1
2720,155758.37
2721,142816.0
2722,148964.58
2723,142701.0
2724,124659.16
2725,134893.0
2726,142704.5
2727,154168.0
2728,167610.5
2729,160124.1
2730,143247.5
2731,113373.66
2732,124666.5
2733,162844.5
2734,162388.0
2735,132785.25
2736,143721.87
2737,118745.5
2738,132378.43
2739,161736.59
2740,143363.5
2741,147307.0
2742,157907.0
2743,148730.75
2744,146614.5
2745,135650.43
2746,131403.68
2747,159538.2
2748,120403.15
2749,130206.0
2750,139973.25
2751,131034.25
2752,248338.09
2753,146379.34
2754,194383.11
2755,131434.0
2756,76943.19
2757,77050.11
2758,68840.88
2759,158380.82
2760,148789.28
2761,148607.5
2762,145205.75
2763,184119.24
2764,164938.7
2765,279868.48
2766,136535.42
2767,92709.9
2768,136731.0
2769,136185.0
2770,156158.4
2771,119950.15
2772,115434.0
2773,118324.27
2774,136343.17
2775,136470.25
2776,149441.57
2777,152150.0
2778,126366.03066666666
2779,112188.71
2780,113033.1
2781,106965.8
2782,94146.38
2783,94264.63
2784,128958.8
2785,135686.72
2786,54018.65
2787,120263.57
2788,81791.0
2789,220088.76
2790,97100.16
2791,134547.0
2792,92847.55
2793,170029.35
2794,101906.76
2795,122281.78
2796,107945.25
2797,226836.58
2798,126178.84
2799,116695.92
2800,89169.43
2801,110885.7
2802,134035.75
2803,174543.54
2804,151796.67
2805,102706.5
2806,106320.3
2807,150576.25
2808,148112.5
2809,133689.33
2810,139135.75
2811,162645.0
2812,142973.2033333333
2813,165916.05
2814,161125.9
2815,122945.0
2816,285420.25
2817,146457.6
2818,129392.5
2819,162801.56
2820,128012.21
2821,112603.87
2822,199841.5
2823,238841.5
2824,171938.1
2825,151420.96
2826,133984.75
2827,142208.09
2828,209111.24
2829,192506.46
2830,236048.7
2831,192666.3
2832,203745.91
2833,249766.97
2834,220700.52
2835,219223.72
2836,193626.15
2837,167245.4
2838,148420.14
2839,180139.85
2840,187022.1
2841,203213.0
2842,212885.25
2843,148297.83
2844,158694.23
2845,125892.5
2846,210861.28
2847,196964.5
2848,214803.0
2849,212141.9
2850,271513.87
2851,249174.3
2852,225833.55
2853,228787.18
2854,141124.16666666666
2855,184807.44
2856,217144.31
2857,191236.95
2858,192037.29
2859,120294.0
2860,117985.0
2861,146341.27
2862,199530.18
2863,118582.5
2864,260301.68
2865,143594.93
2866,135797.5
2867,84083.44
2868,125315.51
2869,127283.21
2870,157687.56
2871,119029.01
2872,55053.98
2873,108789.5
2874,131812.42
2875,124996.04
2876,147972.8
2877,131289.8
2878,151947.4
2879,142146.0
2880,117453.0
2881,152046.35
2882,150924.37
2883,164966.9
2884,170124.94
2885,188125.55
2886,188300.67
2887,112221.8
2888,124642.75
2889,73978.72
2890,77691.94
2891,143715.5
2892,73074.61
2893,119249.11
2894,59271.11
2895,269493.0
2896,256861.22
2897,204358.5
2898,175979.6
2899,240008.35
2900,163319.37
2901,211294.98
2902,176906.81
2903,329039.65
2904,329525.36
2905,131624.31
2906,195907.82
2907,117896.14
2908,128634.83
2909,140886.45
2910,79490.0
2911,83216.0
2912,157600.59
2913,84916.0
2914,82429.5
2915,80709.5
2916,83020.0
2917,158487.62
2918,105079.5
2919,233921.78
